region,cases,deaths,recovered
USA,37772396,639185,30235749
India,32285101,432552,31478405
Brazil,20378986,569581,19255927
Russia,6642559,172110,5918324
France,6504978,112864,5941296
UK,6322241,131149,4888855
Turkey,6118508,53507,5636282
Argentina,5088271,109105,4758128
Colombia,4870922,123580,4694808
Spain,4733602,82739,4017627
Iran,4517243,99108,3786488
Italy,4449606,128510,4191980
Indonesia,3892479,120013,3414109
Germany,3837188,92403,3684700
Mexico,3108438,248652,2454114
Poland,2885676,75306,2655543
South Africa,2624254,77993,2393133
Ukraine,2267219,53296,2197508
Peru,2134365,197487,N/A
Netherlands,1906434,17920,1780655
Iraq,1793372,19815,1615773
Philippines,1765675,30462,1629426
Czechia,1676518,30376,1643784
Chile,1630330,36438,1586798
Canada,1456790,26715,1410843
Malaysia,1444270,13077,1179046
Bangladesh,1433396,24547,1314916
Japan,1159945,15431,982640
Belgium,1154879,25299,1078126
Sweden,1112958,14622,1080022
Pakistan,1105300,24573,993304
Romania,1088053,34359,1050342
Portugal,1006588,17584,945259
Israel,954323,6699,890990
Thailand,948442,7973,730437
Hungary,810549,30042,768519
Jordan,785697,10239,763418
Morocco,772394,11242,681705
Switzerland,744106,10929,697064
Nepal,737294,10354,687069
Serbia,734816,7177,714093
UAE,704000,2006,682809
Kazakhstan,701345,7751,577882
Austria,670372,10757,650408
Tunisia,625688,21905,569736
Lebanon,583718,7982,542510
Greece,543749,13220,493468
Saudi Arabia,539698,8431,524765
Cuba,536609,4156,488238
Ecuador,493767,31870,443880
Georgia,490462,6483,429190
Bolivia,482428,18185,421980
Belarus,462794,3625,456666
Paraguay,456842,15455,433039
Panama,448268,6962,430909
Bulgaria,434535,18376,400402
Costa Rica,432149,5255,350763
Guatemala,413797,11189,361327
Kuwait,407139,2395,398393
Slovakia,393610,12546,380207
Uruguay,383387,6004,376005
Azerbaijan,373175,5188,340174
Croatia,367409,8288,357318
Sri Lanka,365683,6434,314340
Myanmar,360291,13623,279488
Dominican Republic,346510,3985,336373
Denmark,332622,2562,317084
Ireland,327684,5059,279451
Palestine,321031,3625,313448
Venezuela,319955,3815,306275
Honduras,319831,8440,104291
Oman,300581,4007,288922
Vietnam,293301,6472,111308
Ethiopia,290818,4495,265663
Lithuania,290766,4458,273811
Libya,286894,3956,208551
Egypt,285465,16625,234250
Bahrain,271025,1384,268531
Moldova,262589,6320,254290
Slovenia,261804,4433,255057
Armenia,235171,4713,223070
Qatar,229697,601,226389
S. Korea,226854,2173,197224
Kenya,222894,4354,205912
Bosnia and Herzegovina,207847,9716,192218
Zambia,202787,3550,196724
Algeria,188663,4867,127276
Mongolia,184950,884,176020
Nigeria,183087,2223,167310
Kyrgyzstan,172668,2457,163810
North Macedonia,163452,5574,151144
Afghanistan,152363,7043,107927
Norway,145400,810,88952
Uzbekistan,144764,987,137457
Botswana,142380,2043,126597
Latvia,140325,2565,136481
Mozambique,139038,1731,119559
Estonia,137514,1279,130850
Albania,136598,2468,130755
Namibia,122699,3288,116483
Zimbabwe,120532,4138,98551
Finland,118647,995,46000
Ghana,111232,930,104298
Cyprus,109665,464,90755
Montenegro,107041,1651,100751
Uganda,97186,2905,95217
El Salvador,90129,2804,77768
Cambodia,86597,1718,81918
Cameroon,82454,1338,80433
Rwanda,80137,969,45082
Maldives,79419,222,77506
Luxembourg,74779,828,73234
Senegal,71002,1625,54870
Singapore,66281,45,65062
Jamaica,59088,1320,47540
Malawi,58465,1998,43912
DRC,53501,1050,30380
Ivory Coast,52423,363,51396
Angola,44739,1103,41573
Réunion,43835,298,38315
Madagascar,42819,954,41251
Trinidad and Tobago,41955,1188,34777
Fiji,41177,405,18795
Australia,40080,967,31011
Sudan,37564,2816,31515
Eswatini,37261,951,27200
Malta,35434,433,34001
Cabo Verde,34445,300,33569
French Guiana,32180,200,9995
Guadeloupe,31861,264,2250
French Polynesia,30541,211,24117
Mauritania,30354,645,26333
Guinea,28255,293,25408
Martinique,27255,166,104
Suriname,26641,685,22784
Syria,26409,1940,22166
Gabon,25607,165,25381
Guyana,23575,578,21999
Haiti,20585,579,16206
Mayotte,19614,175,2964
Seychelles,18895,98,18314
Togo,18086,165,15496
Papua New Guinea,17812,192,17530
Bahamas,16668,313,13264
Somalia,16399,892,7969
Tajikistan,16175,124,15828
Taiwan,15880,821,14461
Belize,15010,344,13930
Andorra,14960,129,14685
Mali,14701,535,14022
Curaçao,14686,135,13930
Lesotho,14352,399,6711
Burkina Faso,13677,170,13411
Aruba,13406,121,12259
Congo,13398,179,12421
Timor-Leste,12929,38,10545
Hong Kong,12040,212,11750
Djibouti,11689,156,11513
CAR,11251,99,6859
South Sudan,11207,120,10917
Laos,10648,9,4240
Nicaragua,10251,197,4225
Burundi,10198,38,773
Channel Islands,10005,92,9398
Iceland,9682,30,8487
Gambia,9195,271,8301
Benin,9065,113,8136
Equatorial Guinea,8972,123,8768
Yemen,7347,1407,4543
Eritrea,6609,37,6544
Saint Lucia,6475,95,5566
Sierra Leone,6343,121,4334
Mauritius,6122,22,1854
Isle of Man,6070,37,5341
Niger,5734,196,5447
Liberia,5459,148,2715
Gibraltar,5235,96,5004
San Marino,5231,90,5077
Guinea-Bissau,5123,90,4399
Chad,4984,174,4804
Barbados,4560,48,4409
Comoros,4039,147,3882
Sint Maarten,3227,41,2878
Liechtenstein,3175,59,3045
Monaco,3074,33,2922
New Zealand,2926,26,2857
Saint Martin,2713,39,1399
Bermuda,2663,33,2538
Bhutan,2577,3,2533
Turks and Caicos,2568,19,2471
British Virgin Islands,2552,37,2469
Sao Tome and Principe,2489,37,2388
St. Vincent Grenadines,2317,12,2257
Caribbean Netherlands,1756,17,1715
Antigua and Barbuda,1397,43,1266
Tanzania,1367,50,183
St. Barth,1336,2,462
Faeroe Islands,992,2,987
Dominica,953,NA,378
Brunei,852,3,333
Diamond Princess,712,13,699
Saint Kitts and Nevis,681,3,590
Cayman Islands,651,2,644
Wallis and Futuna,445,7,438
Greenland,257,NA,168
Grenada,188,1,173
Anguilla,137,NA,124
New Caledonia,134,NA,58
Falkland Islands,66,NA,63
Macao,63,NA,59
Saint Pierre Miquelon,30,NA,28
Vatican City,27,NA,27
Montserrat,23,1,20
Solomon Islands,20,NA,20
Western Sahara,10,1,8
MS Zaandam,9,2,7
Vanuatu,4,1,3
Marshall Islands,4,NA,4
Samoa,3,NA,3
Saint Helena,2,NA,2
Micronesia,1,NA,1
China,94472,4636,87908
Total:,45210166,962363,36438415
Total:,66540315,974631,61895567
Total:,36321715,1112983,34052346
Total:,53551392,1153216,48511218
Total:,7387852,185669,6490718
Total:,133147,1809,94837
Total:,721,15,706
Total:,209145308,4390686,187483807
