region,cases,deaths,recovered
USA,73449185,894880,45119980
India,40085116,491154,37370971
Brazil,24334072,623901,21926277
France,17302548,129489,10792268
UK,16047716,154356,12593244
Russia,11315801,328105,10099937
Turkey,11090493,86299,10398701
Italy,10212621,144343,7379112
Spain,9395767,92376,5679668
Germany,8956515,117699,7387800
Argentina,8041520,119703,7084885
Iran,6267559,132274,6085073
Colombia,5780910,132737,5511881
Mexico,4730669,303776,3808028
Poland,4637776,104373,3868655
Indonesia,4294183,144247,4125080
Netherlands,4008459,21227,3043783
Ukraine,3913809,99584,3596715
South Africa,3585888,94397,3418123
Philippines,3475293,53664,3191219
Peru,3020756,204587,N/A
Canada,2961076,32966,2667279
Belgium,2878212,28863,2019042
Malaysia,2840225,31918,2762608
Czechia,2833961,37092,2545409
Israel,2488924,8488,1865189
Thailand,2398944,22079,2295569
Australia,2342447,3312,1265419
Portugal,2312240,19661,1780008
Japan,2277762,18559,1864355
Vietnam,2171527,37010,1904069
Iraq,2167686,24309,2084203
Romania,2048896,59632,1827324
Chile,2001346,39543,1760737
Switzerland,1994731,12741,1240937
Sweden,1922990,15658,1272829
Greece,1830263,22852,1590121
Bangladesh,1715997,28256,1558954
Austria,1650597,14019,1410808
Serbia,1579847,13340,1321688
Hungary,1471276,41087,1224813
Denmark,1425245,3635,973645
Pakistan,1386348,29137,1271087
Kazakhstan,1178559,13464,1009910
Jordan,1164339,13102,1093798
Ireland,1153666,6087,709639
Morocco,1107525,15201,1033693
Georgia,1092684,14813,977832
Cuba,1028183,8373,1003245
Slovakia,943378,17725,851965
Nepal,927880,11667,827279
Bulgaria,903676,32869,653678
Croatia,887362,13502,814994
Lebanon,874144,9513,682977
Tunisia,856739,25999,724864
UAE,833201,2228,771624
Bolivia,828232,20720,659961
S. Korea,762983,6620,607279
Belarus,732104,5976,724102
Ecuador,681382,34329,N/A
Guatemala,673559,16285,623101
Norway,665567,1416,88952
Saudi Arabia,661733,8924,611342
Costa Rica,661684,7492,571971
Panama,650138,7609,563248
Slovenia,642342,5810,500153
Azerbaijan,636956,8632,617791
Lithuania,628094,7798,540793
Uruguay,609785,6339,527419
Sri Lanka,603654,15330,576324
Paraguay,548252,17054,472510
Dominican Republic,544328,4291,517942
Myanmar,534383,19310,512471
Kuwait,508372,2488,459655
Venezuela,473125,5414,450670
Finland,464394,1894,46000
Ethiopia,463047,7280,389075
Palestine,461749,4803,439080
Mongolia,433408,2100,313256
Moldova,417369,10566,373179
Egypt,413558,22431,347557
Libya,413066,5967,389620
Honduras,391145,10490,127038
Armenia,355662,8033,334696
Latvia,345591,4814,286288
Bahrain,338524,1399,308318
Bosnia and Herzegovina,336680,14136,192218
Qatar,328644,637,293182
Oman,328326,4133,307705
Singapore,322770,850,305532
Kenya,320584,5562,292357
Estonia,307451,2018,248593
Zambia,303266,3906,293694
